DCid	species	factor	factor_type	GSM	GSE	cellLine	CellType	Tissue	res_path	res_size	narrowPeak	peakXls	bigwig	summit	RP	X5foldPeakRP	json	bam	TreatOrControlReplicates	ReadLength	FastQC	RawReadsNumber	UniquelyMappedReadsNumber	UniquelyMappedRatio	PBC	FRiP	PeaksNumber	PeaksFoldChange..10	PeaksFoldChange..20	FragmentSize	ChIPReplicatesPairwiseLabels	ReplicatesOverlapRatio	ReplicatesWigCorrelation	MergedPeaksNumber	MergedPeaksFoldChange..10	MergedPeaksFoldChange..20	MergedPeaksPromoterPercentage	MergedPeaksExonPercentage	MergedPeaksIntronPercentage	MergedPeaksIntergenicPercentage	MergedPeaksUnionDHSRatio
3104	Homo_sapiens	DNase	ca	GSM701527	GSE18927	None	Epithelium	Fetal_Lung_Left	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3104	170M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3104/3104_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3104/3104_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3104/3104_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3104/3104_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3104/attic/3104_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3104/attic/3104_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3104/attic/json	NA	3104_treat_rep1	36	35	26519497	20057829	0.7563	0.966	0.3918935	127581	41704	3695	50	NA	NA	NA	127581	41704	3695	0.101333647	0.055126696	0.404918804	0.438620852	0.9734
3105	Homo_sapiens	DNase	ca	GSM701526	GSE18927	None	T_Lymphocyte	Cord_blood	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3105	165M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3105/3105_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3105/3105_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3105/3105_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3105/3105_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3105/attic/3105_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3105/attic/3105_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3105/attic/json	NA	3105_treat_rep1	36	36	27527646	21217972	0.7708	0.958	0.3443295	56723	27836	4236	58	NA	NA	NA	56723	27836	4236	0.177179193	0.083087521	0.379457741	0.360275545	0.973
3106	Homo_sapiens	DNase	ca	GSM701525	GSE18927	None	T_Lymphocyte	Cord_blood	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3106	165M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3106/3106_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3106/3106_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3106/3106_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3106/3106_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3106/attic/3106_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3106/attic/3106_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3106/attic/json	NA	3106_treat_rep1	36	36	26509594	20661827	0.7794	0.97	0.26701375	44785	20528	2057	54	NA	NA	NA	44785	20528	2057	0.205560406	0.096120699	0.358337251	0.339981644	0.9738
3107	Homo_sapiens	DNase	ca	GSM701524	GSE51336	None	Epithelium	Fetal_Lung_Left	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3107	176M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3107/3107_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3107/3107_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3107/3107_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3107/3107_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3107/attic/3107_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3107/attic/3107_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3107/attic/json	NA	3107_treat_rep1	36	36	27637421	21479972	0.7772	0.958	0.4627395	148166	53179	6229	49	NA	NA	NA	148166	53179	6229	0.090173512	0.050871612	0.411180678	0.447774198	0.9716
3108	Homo_sapiens	DNase	ca	GSM701523	GSE18927	None	Epithelium	Fetal_Lung_Right	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3108	305M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3108/3108_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3108/3108_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3108/3108_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3108/3108_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3108/attic/3108_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3108/attic/3108_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3108/attic/json	NA	3108_treat_rep1	36	36	52937865	40918063	0.7729	0.966	0.4331185	172940	53179	4101	50	NA	NA	NA	172940	53179	4101	0.081813236	0.047709438	0.418794417	0.451682909	0.9702
3109	Homo_sapiens	DNase	ca	GSM701522	GSE18927	None	Epithelium	Upper_Limb_Muscle	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3109	183M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3109/3109_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3109/3109_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3109/3109_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3109/3109_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3109/attic/3109_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3109/attic/3109_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3109/attic/json	NA	3109_treat_rep1	36	36	27170392	21021723	0.7737	0.976	0.330204	127534	31731	1831	52	NA	NA	NA	127534	31731	1831	0.095216794	0.051245831	0.392434766	0.461102609	0.9724
3110	Homo_sapiens	DNase	ca	GSM701521	GSE18927	None	None	Fetal_Stomach	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3110	184M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3110/3110_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3110/3110_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3110/3110_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3110/3110_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3110/attic/3110_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3110/attic/3110_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3110/attic/json	NA	3110_treat_rep1	36	36	26520930	20414843	0.7698	0.986	0.18574325	87759	18977	491	51	NA	NA	NA	87759	18977	491	0.131067297	0.061454554	0.387553913	0.419924237	0.9704
3111	Homo_sapiens	DNase	ca	GSM701520	GSE18927	None	None	Fetal_Renal_Pelvis_Left	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3111	241M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3111/3111_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3111/3111_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3111/3111_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3111/3111_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3111/attic/3111_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3111/attic/3111_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3111/attic/json	NA	3111_treat_rep1	36	37	33382372	27943640	0.8371	0.987	0.2350695	107770	11334	120	75	NA	NA	NA	107770	11334	120	0.116215337	0.067443913	0.386919968	0.429420781	0.975
3112	Homo_sapiens	DNase	ca	GSM701519	GSE18927	None	Cortex	Fetal_Kidney_Left	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3112	266M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3112/3112_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3112/3112_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3112/3112_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3112/3112_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3112/attic/3112_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3112/attic/3112_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3112/attic/json	NA	3112_treat_rep1	36	38	38358284	32163331	0.8385	0.985	0.28285025	119192	15256	193	66	NA	NA	NA	119192	15256	193	0.109066631	0.066530057	0.391496044	0.432907268	0.9748
3113	Homo_sapiens	DNase	ca	GSM701518	GSE18927	None	None	Fetal_Renal_Pelvis_Right	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3113	281M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3113/3113_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3113/3113_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3113/3113_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3113/3113_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3113/attic/3113_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3113/attic/3113_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3113/attic/json	NA	3113_treat_rep1	36	38	40849283	34563563	0.8461	0.988	0.2340725	100782	12256	65	56	NA	NA	NA	100782	12256	65	0.123992967	0.080930196	0.379955696	0.415121142	0.9748
3114	Homo_sapiens	DNase	ca	GSM701517	GSE18927	None	Cortex	Fetal_Kidney_Right	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3114	319M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3114/3114_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3114/3114_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3114/3114_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3114/3114_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3114/attic/3114_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3114/attic/3114_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3114/attic/json	NA	3114_treat_rep1	36	37	44685526	37649594	0.8425	0.99	0.1531545	97317	7263	29	96	NA	NA	NA	97317	7263	29	0.125967158	0.064984772	0.383786731	0.425261338	0.9728
3115	Homo_sapiens	DNase	ca	GSM701516	GSE18927	None	T_Lymphocyte	Blood	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3115	270M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3115/3115_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3115/3115_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3115/3115_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3115/3115_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3115/attic/3115_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3115/attic/3115_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3115/attic/json	NA	3115_treat_rep1	36	37	43290746	35820066	0.8274	0.979	0.25723825	49916	12605	95	54	NA	NA	NA	49916	12605	95	0.194746249	0.097704497	0.36069327	0.346855984	0.9734
3116	Homo_sapiens	DNase	ca	GSM701515	GSE18927	None	Epithelium	Kidney	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3116	305M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3116/3116_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3116/3116_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3116/3116_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3116/3116_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3116/attic/3116_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3116/attic/3116_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3116/attic/json	NA	3116_treat_rep1	36	36	42459175	36502490	0.8597	0.991	0.166915	115970	5752	18	116	NA	NA	NA	115970	5752	18	0.113834122	0.050706122	0.396395152	0.439064604	0.9734
3117	Homo_sapiens	DNase	ca	GSM701514	GSE18927	None	Epithelium	Fetal_Large_Intestine	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset3117	228M	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset3117/3117_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset3117/3117_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset3117/3117_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset3117/3117_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset3117/attic/3117_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset3117/attic/3117_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/Result_new2/dataset3117/attic/json	NA	3117_treat_rep1	36	37	37138006	29377047	0.791	0.968	0.27103025	50620	24129	3301	54	NA	NA	NA	50620	24129	3301	0.188449427	0.086074746	0.367966568	0.357509259	0.973
3118	Homo_sapiens	DNase	ca	GSM701513	GSE18927	None	T_Lymphocyte	Fetal_Thymus	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3118	322M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3118/3118_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3118/3118_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3118/3118_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3118/3118_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3118/attic/3118_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3118/attic/3118_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3118/attic/json	NA	3118_treat_rep1	36	38	47600989	38877918	0.8167	0.991	0.1577855	59313	11270	58	53	NA	NA	NA	59313	11270	58	0.17392775	0.096214991	0.380039913	0.349817345	0.9716
3119	Homo_sapiens	DNase	ca	GSM701512	GSE51336	None	Epithelium	Fetal_Lung_Left	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3119	296M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3119/3119_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3119/3119_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3119/3119_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3119/3119_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3119/attic/3119_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3119/attic/3119_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3119/attic/json	NA	3119_treat_rep1	36	38	45926871	38952267	0.8481	0.978	0.356139	130275	27430	728	67	NA	NA	NA	130275	27430	728	0.09644674	0.057548373	0.410277099	0.435727788	0.9724
3120	Homo_sapiens	DNase	ca	GSM701511	GSE51336	None	Cortex	Fetal_Kidney	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3120	234M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3120/3120_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3120/3120_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3120/3120_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3120/3120_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3120/attic/3120_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3120/attic/3120_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3120/attic/json	NA	3120_treat_rep1	36	37	36167513	29555935	0.8172	0.968	0.459791	184743	49801	4270	54	NA	NA	NA	184743	49801	4270	0.085003115	0.053806777	0.411922754	0.449267355	0.9764
3121	Homo_sapiens	DNase	ca	GSM701510	GSE18927	None	None	Fetal_Renal_Pelvis	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3121	282M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3121/3121_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3121/3121_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3121/3121_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3121/3121_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3121/attic/3121_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3121/attic/3121_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3121/attic/json	NA	3121_treat_rep1	36	38	41686116	35224661	0.845	0.982	0.25476375	110893	18151	398	74	NA	NA	NA	110893	18151	398	0.116950193	0.067260808	0.392792646	0.422996352	0.975
3122	Homo_sapiens	DNase	ca	GSM701509	GSE51336	None	Lymphocyte	Spleen	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3122	251M	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3122/3122_sort_peaks.narrowPeak.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3122/3122_peaks.xls	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3122/3122_treat.bw	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3122/3122_sort_summits.bed	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3122/attic/3122_gene_score.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3122/attic/3122_gene_score_5fold.txt	/liulab-iris/Cistrome/CistromeDB/processed_data/data5_Result_new/Result_new/dataset3122/attic/json	NA	3122_treat_rep1	36	36	34922519	28484641	0.8157	0.988	0.199371	100839	16745	291	57	NA	NA	NA	100839	16745	291	0.116700601	0.060008939	0.402850474	0.420439986	0.971
